Questions,OK,OK,OK,OK,Ok,OK,We can put volumes?,OK,OK,OK,OK,OK,OK,OK,"In this case, We need to use the generic degree abbreviation or We can more specific? Do you have some list of official abbreviations?",What is the correct number for El Colegio de México? 2063 or 2069,We can insert the Research Centers?,OK,OK,OK
,0,0,Y,primary,Sol Mora,Pablo,284,doctoral,ECM01:990005541230302716,no,Miseria/dignitas hominis del Renacimiento al Barroco: evolución de una idea en los Siglos de Oro,2008,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,sol_p_000203969.pdf
,0,0,Y,primary,Cortés Guerrero,José David,416,doctoral,ECM01:99000560ECM01:9960302716,no,Las relaciones estado-iglesia en Colombia a mediados del siglo XIX,2008,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,corts_jd_000203841.pdf
,0,0,Y,primary,Zavala Medina,Daniel,338,doctoral,ECM01:990005638800302716,no,Una lectura de la antología de la literatura fantástica desde la obra de Jorge Luis Borges,2008,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,zavala_d_000203987.pdf
,0,0,Y,primary,Muñoz Covarrubias,Juan Pablo,363,doctoral,ECM01:990005581980302716,no,"Garcilaso de la Vega y la generación del 27: Luis Cernuda, Manuel, Altolaguirre y Pedro Salinas",2008,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,muoz_jp_000203915.pdf
,0,0,Y,primary,Moya Gutiérrez,Arnaldo,303,doctoral,ECM01:990005537700302716,no,"La arquitectura emblemática del Porfiriato en la ciudad de México, 1876-1911",2008,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,moya_a_000203913.pdf
,0,0,Y,primary,Recio Cavazos,María Gabriela,272,doctoral,ECM01:990005628110302716,no,"El abogado y la empresa: una mirada al despacho de Manuel Gómez Morin, 1920-1940",2008,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,recio_mg_000203947.pdf
,0,0,Y,primary,Eraso B.,Mario Enrique,210,doctoral,ECM01:990005602820302716,no,Roberto Juarroz: la comunión de las formas,2008,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,eraso_me_000203855.pdf
,0,0,Y,primary,Pérez Martínez,Ramón Manuel,283,doctoral,ECM01:990005609740302716,no,"Historias y cuentos para la reforma de costumbres en Nueva España: retórica del ejemplo en luz de verdades catholicas_ 1692-1699 de Juan Martínez de la Parra, S. J.",2008,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,prez_rm_000203943.pdf
,0,0,Y,primary,Carrillo Juárez,Carmen Dolores,285,doctoral,ECM01:990005591190302716,no,"Espacio de confluencia: intertextualidad y apropiación en la poesía, de José Emilio Pacheco",2008,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,carrillo_cd_000203821.pdf
,0,0,Y,primary,Pérez Daniel,Alejandro Iván,418,doctoral,ECM01:990005619340302716,no,"Autonomía, universalismo y renovación: la primera época de la Revista Mexicana de Literatura (1955-1957)",2008,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,prez_ai_000203941.pdf
,0,0,Y,primary,Ramírez García,Telésforo,332,doctoral,ECM01:990005651610302716,no,El efecto de la migración masculina a Estados Unidos en el trabajo femenino extradoméstico: un estudio de caso en el estado de Guanajuanto,2009,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,ramrez_t_000203258.pdf
,0,0,Y,primary,Mamani Machaca,Héctor Mario,378,doctoral,ECM01:9900057ECM01:99040302716,no,"Estructura y dinámica del sistema urbano de Perú, 1961-2005",2009,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,mamani_hm_000203206.pdf
,0,0,Y,primary,Cosamalón Aguilar,Jesús A,"343, [103] ",doctoral,ECM01:990005811350302716,no,Babel en los Andes: población y mestizaje en Lima (1860),2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,cosamaln_Ja_000204181.pdf
,0,0,Y,primary,Huacuz Elías,Rafael de Jesús,320,doctoral,ECM01:990005890060302716,no,Política de calidad del aire y participación ciudadana en la Zona Metropolitana del Valle de México: entre las soluciones técnicas y las propuestas sociales,2009,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,huacuz_rdj_000203172.pdf
,0,0,Y,primary,Madrigal González,David,429,doctoral,ECM01:990005954960302716,no,La naturaleza vale oro: riesgos ambientales y movilización social en el caso de la empresa minera canadiense New Gold/Minera San Xavier en México,2009,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,madrigal_d_000203200.pdf
,0,0,Y,primary,Arellanes Arellanes,Francisco,"xx, 388 ",doctoral,ECM01:990005737590302716,no,El sistema fonológico y las propiedades fonéticas del zapoteco de San Pablo Güilá: descripción y análisis formal,2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,arellanes_f_000245527.pdf
,0,0,Y,primary,Vela Castañeda,Manolo Estuardo,463,doctoral,ECM01:990005778360302716,no,Los pelotones de la muerte: la construcción de los perpetradores del genocidio guatemalteco,2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,vela_m_000203322.pdf
,0,0,Y,primary,Baronnet,Bruno,544,doctoral,ECM01:990005785410302716,no,"Autonomía y educación indígena: las escuelas zapatistas de las cañadas de la selva lacandona de Chiapas, México ",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,baronnet_b_000203102.pdf
,0,0,Y,primary,Agüero Rodríguez,José Cruz,309,doctoral,ECM01:990005972030302716,no,"Entre las demandas reivindicativas y ambientales: conflictos por el agua en la zona Metropolitana Córdoba-Orizaba, Veracruz, 1990-2006",2009,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,agero_jc_000206804.pdf
,0,0,Y,primary,Uribe Gómez,Mónica,313,doctoral,ECM01:990005647540302716,no,"La contienda por las reformas del sistema de salud en Colombia, 1990-2006",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,uribe_mm_000203312.pdf
,0,0,Y,primary,Domínguez Mejía,Marta Isabel,243,doctoral,ECM01:990005668810302716,no,"¿Revolución silenciosa o estrategia de control estatal?: Mirando el Estado a partir de la titulación colectiva de tierras en el Pacífico colombiano, 1993-2005",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,domnguez_mi_000203130.pdf
,0,0,Y,primary,Méndez Reyes,Jesús,384,doctoral,ECM01:990005640650302716,no,"Revolución heterodoxa: las políticas de crédito agrícola en la reconstrucción del financiamiento y de la banca en México, 1905-1936",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,mendez_j_000203232.pdf
,0,0,Y,primary,Cantú Hernández,Raúl Horacio de Jesús,243,doctoral,ECM01:990005754290302716,no,¿La descendencia como recurso de apoyo durante la vejez?: los apoyos familiares intergeneracionales en México entre los adultos mayores y sus hijos(as) en el nuevo siglo,2009,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,cant_rhj_000203114.pdf
,0,0,Y,primary,Gudiño Cejudo,María Rosa,301,doctoral,ECM01:990005656030302716,no,"Campañas de salud y educación higiénica en México, 1925-1960: del papel a la pantalla grande",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,gudio_mr_000203162.pdf
,0,0,Y,primary,Rodríguez Cadena,Yolanda,535,doctoral,ECM01:990005811430302716,no,Variación y cambio fónico en el Caribe Colombiano: estudio sociolingüístico sobre la ciudad de Barranquilla,2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,rodrguez_y_000203272.pdf
,0,0,Y,primary,Manzano Anzaldo,Nelson Tito,410,doctoral,ECM01:990005791340302716,no,Estructura económica y competitividad Metropolitana en Bolivia,2009,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,manzano_nt_000203210.pdf
,0,0,Y,primary,Paz Gómez,Leonor,521,doctoral,ECM01:990005677720302716,no,Educación y fecundidad en México y Colombia,2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,D,PDF,paz_l_000203242.pdf
,0,0,Y,primary,Sosa Rodríguez,Fabiola Sagrario,267,doctoral,ECM01:990005988200302716,no,La eficacia en la presentación de los servicios de agua y drenaje en el Distrito Federal: propuesta de un modelo de evaluación de riesgos,2009,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,sosa_fs_000222167.pdf
,0,0,Y,primary,Rojas Wiesner,Martha Luz,"ix, 378 ",doctoral,ECM01:990005944960302716,no,"La maternidad en una comunidad rural mexicana en el contexto de la vida cotidiana y del cambio social, en la segunda mitad del siglo XX",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,rojas_ml_000203278.pdf
,0,0,Y,primary,Pérez García,María Jesús.,2 volumes,doctoral,ECM01:990005884730302716,no,"La relevancia de la participación infantil en la economía de México, 1991-2004",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,prez_mJ_000203252.pdf
,0,0,Y,primary,Ghosh,Atig,377,doctoral,ECM01:990005879060302716,no,Construcción colonial del Mofussil: la economía política y la Cultura en la Bengala del siglo XIX,2009,,SP,doctoral,,El Colegio de México. Centro de Estudios de Asia y África,D,PDF,ghosh_a_000203098.pdf
,0,0,Y,primary,Acosta Peña,Brasil Alberto,137,doctoral,ECM01:990005762930302716,no,Econometric estimation of strategic interaction models,2009,,EN,doctoral,,El Colegio de México. Centro de Estudios Económicos,D,PDF,acosta_ba_000203084.pdf
,0,0,Y,primary,González Izás,Matilde,"xxvi, 423 ",doctoral,ECM01:990005734350302716,no,"Modernización capitalista, racismo y violencia en Guatemala, 1810-1930",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,gonzlez_m_000203158.pdf
,0,0,Y,primary,Rosas López,María de Lourdes,308,doctoral,ECM01:990005649310302716,no,Redes y organizaciones de migrantes: actores sociopolíticos transnacionales de la mixteca poblana,2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,rosas_ml_000203284.pdf
,0,0,Y,primary,Franzoni Lobo,Josefina,"347, xxix ",doctoral,ECM01:990005765580302716,no,Cultura política de migrantes indígenas a Estados Unidos,2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,franzoni_j_000203146.pdf
,0,0,Y,primary,Bautista García,Cecilia Adriana,"vi, 342 ",doctoral,ECM01:990005695320302716,no,"Entre la disputa y la concertación: las disyuntivas del Estado y de la Iglesia en la consolidación del orden liberal, México, 1856-1910",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,bautista_ca_000203104.pdf
,0,0,Y,primary,Rodríguez,Adriana Azucena,329,doctoral,ECM01:990005649210302716,no,La caracterización del personaje del pastor a la luz de cuatro novelas pastoriles hispánicas,2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,rodrguez_aa_000203276.pdf
,0,0,Y,primary,Leyva,Juan,418,doctoral,ECM01:990005665550302716,no,"Espacio, emoción y poesía: ritmo urbano y versificación en la ciudad de México (1888-1945)",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,leyva_j_000203186.pdf
,0,0,Y,primary,Eudave Loera,Carmen Araceli,"vii, 603 ",doctoral,ECM01:990005700430302716,no,"Diego de Ribera, 1630-1688: cronista lírico de la ciudad de México",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,eudave_ca_000203138.pdf
,0,0,Y,primary,Torres Rojo,Luis Arturo,218,doctoral,ECM01:990005749450302716,no,Tiempo histórico e historiografía en el pensamiento filosófico de José Gaos,2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,torres_la_000203306.pdf
,0,0,Y,primary,Álvarez Delgado,Álvaro,615,doctoral,ECM01:990005813970302716,no,"Compañeros de viaje, 1959: el primer Jaime Gil de Biedma",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,alvarez_a_000203090.pdf
,0,0,Y,primary,Ponce Guadian,Arturo,278,doctoral,ECM01:990005719710302716,no,"Ibn Jaldūn: la tradición aristotélica en la ""ciencia nueva""",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios de Asia y África,D,PDF,ponce_a_000203250.pdf
,0,0,Y,primary,Contreras Carranza,Carlos,435,doctoral,ECM01:990005806490302716,no,"Crisis y reforma fiscal en el Perú, 1873-1915, del estado rentista al estado oligárquico",2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,contreras_ca_000321438.pdf
,0,0,Y,primary,Madrigal Rodríguez,María Elena,309,doctoral,ECM01:990005892740302716,no,Del licántropo que aúlla con gran perfección: la poética de Julio Torri desde el Ateneo y el Esteticismo,2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,madrigal_me_000203202.pdf
,0,0,Y,primary,Cano Cabrera,Arturo Augusto,309,doctoral,ECM01:990005764680302716,no,La ley de derechos de los pueblos y comunidades indígenas en el estado de Oaxaca como proceso de inclusión exclusión: la presencia de las formas,2009,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,cano_aa_000203112.pdf
,0,0,Y,primary,Salvia,Agustín,"vi, 539 ",doctoral,ECM01:990005969620302716,no,Desigualdad económica y reformas estructurales en Argentina: 1990-2003,2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,salvia_a_000222153.pdf
,0,0,Y,primary,Vázquez Vela,María Fernanda,"viii, 248 ",doctoral,ECM01:990006030850302716,no,"Experiencias de violencia y sus narrativas: estado-nación y comunidad en India, 1980-2008",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios de Asia y África,D,PDF,vzquez_mf_000234169.pdf
,0,0,Y,primary,García Guerrero,Víctor Manuel,"xix, 322 ",doctoral,ECM01:990006025330302716,no,Proyecciones y políticas de población en México: revisión crítica y propuesta metodológica,2010,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,garca_vm_000228440.pdf
,0,0,Y,primary,Pérez Baleón,Guadalupe Fabiola,"viii, 268 ",doctoral,ECM01:990005660590302716,no,"Transiciones y trayectorias de tres cohortes de mexicanos en la segunda mitad del siglo XX: análisis de las diferencias socioeconómicas y de género de la salida de la escuela, el primer trabajo y la primera unión conyugal",2010,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,prez_gf_000234163.pdf
,0,0,Y,primary,Yujnovsky,Inés,372,doctoral,ECM01:990006025040302716,no,Viajeros a la sombra de Darwin en los confines del siglo XIX argentino,2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,yujnovsky_i_000228468.pdf
,0,0,Y,primary,Bonialian,Mariano Alberto,561,doctoral,ECM01:990005975540302716,no,"El Pacífico hispanoamericano: política comercial Metropolitana y tráfico asiático entre Filipinas, México y Perú (1680-1784)",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,bonialian_ma_000222107.pdf
,0,0,Y,primary,Zamora Lomelí,Carla Beatriz,301,doctoral,ECM01:990006029660302716,no,"Conflicto y violencia entre el Estado y los actores colectivo: un estudio de caso : el Frente de Pueblos en Defensa de la Tierra en San Salvador Atenco, Estado de México, 2001-2009",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,zamora_cb_000234171.pdf
,0,0,Y,primary,Ferreira Ascencio,Claudia,325,doctoral,ECM01:990006040400302716,no,Cuando el cura llama a la puerta: padrones de confesión y comunión del Sagrario de México 1670-1825,2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,ferreira_c_000237046.pdf
,0,0,Y,primary,Martínez Salgado,Mario,"253, [38] ",doctoral,ECM01:990004281040302716,no,Hombres transitando a la vida adulta en México durante la segunda mitad del siglo XX,2010,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,martnez_m_000228454.pdf
,0,0,Y,primary,León Meza,Carlos René de,338,doctoral,ECM01:990005968560302716,no,El sistema productivo y comercial de la Nueva Galicia siglos XVI- XVII,2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,len_crde_000222127.pdf
,0,0,Y,primary,Muradás Troitiño,María de la Cruz,376,doctoral,ECM01:990005982840302716,no,Las causas de muerte de los adultos mayores en México: expresión de la desigualdad social,2010,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,murads_mdelac_000234159.pdf
,0,0,Y,primary,Román Macedo,Alejandro Francisco,185,doctoral,ECM01:990005ECM01:998550302716,no,Escolaridad de los jóvenes de origen mexicano en Estados Unidos y su asimilación por segmento de ingreso,2010,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,romn_af_000222151.pdf
,0,0,Y,primary,Díaz Patiño,Gabriela,374,doctoral,ECM01:990005951810302716,no,"Imagen religiosa y discurso: transformación del campo religioso en la arquidiócesis de México durante la Reforma liberal, 1848-1908",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,daz_g_000222115.pdf
,0,0,Y,primary,Conde Zambada,Gilberto,"xvii, 341 ",doctoral,ECM01:990005947800302716,no,"El Tigris y el Éufrates: cooperación y conflicto en torno del agua entre Turquía, Siria e Iraq",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios de Asia y África,D,PDF,conde_g_000222113.pdf
,0,0,Y,primary,Camas Reyes,Francisco Javier,419,doctoral,ECM01:990005972140302716,no,"Organizaciones de la sociedad civil en Tapachula, Chiapas, y su contribución al desarrollo regional: análisis comparativo de las condiciones que determinan su mayor capacidad productiva",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,camas_fj_000222109.pdf
,0,0,Y,primary,Arteaga Pérez,Javier,303,doctoral,ECM01:990005945800302716,no,Hacia una sociología de la contienda: ocho estudios de resistencia y transformación,2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,arteaga_J_000222101.pdf
,0,0,Y,primary,Rodríguez Mora,Tania Hogla,2 volumes,doctoral,ECM01:990006037370302716,no,"Estrategias políticas, desafíos organizacionales y campañas presidenciales en democracias emergentes: los casos del Partido dos Trabalhadores (PT) y del Partido de la Revolución Democrática (PRD)",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,rodrguez_th_000240559.pdf
,0,0,Y,primary,Hernández Jaimes,Jesús,410,doctoral,ECM01:990006000720302716,no,"Desequilibrio presupuestario y estrategias de sobrevivencia: la hacienda pública nacional en México, 1821-1835",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,hernndez_J_000222125.pdf
,0,0,Y,primary,Bogomilova Lozanova,Elena,693,doctoral,ECM01:990005959600302716,no,La terminología del derecho ambiental mexicano: identificación y procesos de formación,2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,bogomilova_e_000222105.pdf
,0,0,Y,primary,Orozco Vaca,María Leonor,"vi, 389 ",doctoral,ECM01:990005944930302716,no,Estudio sociolingüístico de la cortesía en tratamientos y peticiones: datos de Guadalajara,2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,orozco_ml_000222137.pdf
,0,0,Y,primary,Govea Basch,Julián Esteban,245,doctoral,ECM01:990006009760302716,no,El estancamiento del descenso de la fecundidad en países de fecundidad intermedia: evidencias del caso argentino,2010,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,govea_Je_000222123.pdf
,0,0,Y,primary,Cervantes Salas,Mauricio Pablo,"xiv, 364 ",doctoral,ECM01:990006025120302716,no,El recurso forestal en las estrategias familiares de vida en el ejido El Paso en la reserva de la biosfera Mariposa Monarca,2010,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,cervantes_mp_000228434.pdf
,0,0,Y,primary,Blanco Cruz,Luis Armando,310,doctoral,ECM01:990006024410302716,no,"Violencia y orden en Colombia: determinantes fundamentales, 1948-2006",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,blanco_la_000228432.pdf
,0,0,Y,primary,Ventura Navarrete,María del Rayo,228,doctoral,ECM01:990006026780302716,no,La comisión de la verdad y la reconciliación (TRC) y su vínculo con la transición democrática sudafricana,2010,,SP,doctoral,,El Colegio de México. Centro de Estudios de Asia y África,D,PDF,ventura_mdelr_000228466.pdf
,0,0,Y,primary,Castrejón Caballero,José Luis,"v, 324 ",doctoral,ECM01:990006052470302716,no,"Envejecimiento, condiciones de salud y redes familiares de la población indígena mexicana en los albores del siglo XXI: características a nivel nacional y estudio de caso en una comunidad náhuatl de la Sierra Norte de Puebla",2010,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,castrejn_Jl_000245304.pdf
,0,0,Y,primary,Moreno Chávez,José Alberto,383,doctoral,ECM01:990005982120302716,no,"Devoción y cultura católica en la arquidiócesis de México, 1880-1920",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,moreno_Ja_000234157.pdf
,0,0,Y,primary,Herrera León,Fabián,355,doctoral,ECM01:990006025260302716,no,"México en la sociedad de naciones: modernización y consolidación de una política exterior, 1931-1940",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,herrera_f_000228444.pdf
,0,0,Y,primary,Ramos Morales,Gabriel Jahir,321,doctoral,ECM01:990005945120302716,no,"La experiencia surrealista en la poesía hispanoamericana: asimilación, reinvención y alcances",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,ramos_gJ_000222143.pdf
,0,0,Y,primary,Theurel Félix,Eduardo Emilio,"viii, 140 ",doctoral,ECM01:990005959650302716,no,Burbujas y rompimientos en un entorno discreto|b|heterogeneidad de los agentes en dos dimensiones,2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Económicos,D,PDF,theurel_em_000222157.pdf
,0,0,Y,primary,Banegas González,Israel Manuel,243,doctoral,ECM01:990006032280302716,no,La ilusión tecnocrática en la política social: progresa-oportunidades,2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,banegas_im_000245308.pdf
,0,0,Y,primary,Arenas Monreal,Rogelio,226,doctoral,ECM01:990005974270302716,no,Ifigenia cruel de Alfonso Reyes: un coloquio de sombras,2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,arenas_r_000222099.pdf
,0,0,Y,primary,Capistrán Garza Bert,Alejandra,412,doctoral,ECM01:990005978850302716,no,"Expresión de argumentos, funciones gramaticales y transitividad en P'orhépecha",2010,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,capistrn_a_000222111.pdf
,0,0,Y,primary,Téllez Vargas,Jorge Javier,260,doctoral,ECM01:990006180960302716,no,"Articulación del pensamiento poético en América colonial: siglos XVI, XVII y XVIII",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,tllez_JJ_000285519.pdf
,0,0,Y,primary,Peralta Lazo,Williams,144,doctoral,ECM01:990006094730302716,no,Ensayos de política monetaria y fiscal,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Económicos,D,PDF,peralta_w_000262450.pdf
,0,0,Y,primary,García Ochoa,Rigoberto,"viii, 210 ",doctoral,ECM01:990006068740302716,no,"Pobreza energética y cambio climático: una propuesta metodológica para el análisis de la relación entre energía, pobreza y medio ambiente",2011,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,garca_r_000248982.pdf
,0,0,Y,primary,Nava Bolaños,Isalia,"viii, 181 ",doctoral,ECM01:990006143080302716,no,Ahorro y remesas en los hogares de México: una mirada desde la dinámica demográfica,2011,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,nava_i_000272944.pdf
,0,0,Y,primary,Legall Torres,Lidia Lorena,"x, 349 ",doctoral,ECM01:990006136970302716,no,Salud sexual y reproductiva de las adolescentes nicaragüenses: sus embarazos y su atención en los servicios de salud reproductiva,2011,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,legall_ll_000287768.pdf
,0,0,Y,primary,Lara Pulido,José Alberto,"v, 94 ",doctoral,ECM01:990006176910302716,no,From the fiscal evasion problem to environmental matters: some applications of microeconomic techniques,2011,,inglés,doctoral,,El Colegio de México. Centro de Estudios Económicos,D,PDF,lara_ja_000283061.pdf
,0,0,Y,primary,Pérez Munguía,Juana Patricia,417,doctoral,ECM01:990006060470302716,no,"Negros y castas de Querétaro, 1726-1804: la disputa por el espacio con naturales y españoles",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,prez_Jp_000249019.pdf
,0,0,Y,primary,Puente Martínez,Khemvirg,"v, 495 ",doctoral,ECM01:990006119180302716,no,"Democratización, congreso y gasto público en México: la lógica del pacto político presupuestal entre 1994 y 2010",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,puente_k_000267551.pdf
,0,0,Y,primary,Feria Arroyo,Demetrio Arturo,"v, 365 ",doctoral,ECM01:990002662250302716,no,"Composición e influencias en las organizaciones religiosas: un estudio comparativo entre un caso de hegemonía religiosa, Guadalajara, Jalisco, y otro de mayor pluralidad religiosa, San Cristóbal de Las Casas, Chiapas",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,feria_da_000290224.pdf
,0,0,Y,primary,González González,César Alfredo,226,doctoral,ECM01:990006131710302716,no,Cambios en el estado de salud de la población en edades avanzadas: implicaciones económicas y familiares 2001-2003,2011,,SP,doctoral,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",D,PDF,gonzlez_ca_000269591.pdf
,0,0,Y,primary,Silva Londoño,Diana Alejandra,324,doctoral,ECM01:990006160660302716,no,Negociando la (in)-formalidad: las contiendas por el desalojo del comercio ambulante en el Centro Histórico de la Ciudad de México (1990-2008),2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,silva_da_000279917.pdf
,0,0,Y,primary,Alonso Bolaños,Marina,394,doctoral,ECM01:990006119160302716,no,"Los zoques bajo el volcán: microhistoria de la erupción de el Chichonal, Chiapas",2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,alonso_m_000281839.pdf
,0,0,Y,primary,García Jiménez,Humberto,275,doctoral,ECM01:990006108200302716,no,Mecanismos de innovación ambiental de la industria automotriz en México,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,garca_h_000262442.pdf
,0,0,Y,primary,Rea Campos,Carmen Rosa,357,doctoral,ECM01:990006107460302716,no,Oruro cholos totales racismo y crisis de identidades en la Bolivia contemporánea: el caso de la Ciudad de Oruro,2011,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,rea_cr_000262446.pdf
